customer_id,tenure,age,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST_000895,26,34,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,22.9,541.68,0
CUST_000896,5,30,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,69.81,270.1,0
CUST_000897,8,62,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,3,38.08,342.64,0
CUST_000898,54,32,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,59.27,3308.32,0
CUST_000899,1,29,0,0,0,0,1,1,1,0,0,0,1,0,0,2,0,0,58.25,227.51,0
CUST_000900,2,43,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,3,54.92,60.27,0
CUST_000901,5,52,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,81.07,377.08,1
CUST_000902,1,39,0,0,1,0,1,0,2,1,0,1,1,0,0,0,0,3,98.88,30.91,1
CUST_000903,4,59,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,24.79,152.98,1
CUST_000904,20,49,0,0,0,1,0,0,2,0,0,1,0,1,0,2,1,1,83.97,1492.63,0
CUST_000905,13,18,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,69.83,868.82,1
CUST_000906,53,34,0,0,1,0,0,0,2,0,0,0,0,1,1,0,1,1,74.62,3984.26,0
CUST_000907,40,33,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,3,82.07,3220.39,0
CUST_000908,10,49,0,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,87.79,835.02,0
CUST_000909,7,18,1,0,1,0,0,0,2,0,0,0,0,0,0,2,1,3,61.96,532.85,1
CUST_000910,11,80,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3,55.14,600.91,0
CUST_000911,21,49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,51.35,1197.82,0
CUST_000912,7,44,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,85.55,762.6,1
CUST_000913,23,59,0,0,1,0,1,0,2,0,1,0,0,1,0,0,1,0,95.89,2258.48,1
CUST_000914,12,77,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,61.51,709.09,0
CUST_000915,19,55,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,25.35,639.85,0
CUST_000916,13,56,1,0,0,1,1,0,2,0,0,0,0,1,0,1,1,0,87.94,890.51,1
CUST_000917,8,43,0,0,1,1,1,1,2,1,0,0,0,1,1,1,1,2,95.76,610.88,0
CUST_000918,71,39,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,73.71,5310.76,0
CUST_000919,34,34,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,3,78.33,2910.78,0
CUST_000920,3,29,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,32.28,165.11,0
CUST_000921,48,31,1,0,0,1,0,0,2,1,0,0,1,0,0,0,1,0,76.9,3709.74,0
CUST_000922,16,21,1,0,0,1,1,1,2,1,0,0,0,1,0,0,1,0,86.67,1340.05,0
CUST_000923,53,40,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,54.24,2930.14,0
CUST_000924,38,18,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,2,61.28,2444.57,0
CUST_000925,13,44,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,2,89.54,1238.84,1
CUST_000926,1,41,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,67.04,73.33,0
CUST_000927,7,44,0,0,1,1,1,0,2,1,0,0,0,0,1,0,0,3,84.67,696.04,1
CUST_000928,18,34,1,0,1,0,1,0,2,1,1,1,0,1,0,1,1,0,102.52,1875.81,0
CUST_000929,24,85,1,1,0,1,0,0,1,1,1,0,0,1,0,2,1,0,67.89,1680.47,0
CUST_000930,7,62,1,0,1,0,1,1,2,0,0,0,1,0,0,0,1,2,94.95,761.73,1
CUST_000931,3,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,52.58,64.32,1
CUST_000932,43,45,1,0,0,0,1,1,2,1,1,0,1,0,1,0,0,1,99.75,4287.15,1
CUST_000933,72,32,1,0,1,0,1,0,2,0,1,1,1,1,1,0,1,0,100.5,7247.12,0
CUST_000934,17,26,1,0,1,0,1,1,2,1,0,0,1,0,0,1,0,0,93.04,1461.58,0
CUST_000935,4,21,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,29.65,9.62,1
CUST_000936,7,48,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,2,64.0,385.44,0
CUST_000937,1,31,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,2,69.5,173.67,0
CUST_000938,58,56,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,2,76.93,4442.21,0
CUST_000939,3,56,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,3,78.18,247.55,0
CUST_000940,20,62,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,89.52,1821.2,1
CUST_000941,7,29,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,60.04,483.38,0
CUST_000942,19,49,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,62.28,1233.43,0
CUST_000943,25,51,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,60.23,1512.5,1
CUST_000944,42,34,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,2,81.49,3408.59,0
CUST_000945,5,30,0,0,0,0,1,1,2,1,0,1,0,0,1,1,1,2,91.18,565.34,1
CUST_000946,1,66,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,26.86,0.0,0
CUST_000947,3,45,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,34.88,240.64,1
CUST_000948,55,51,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,3,53.38,2878.71,0
CUST_000949,49,29,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,35.68,1719.86,0
CUST_000950,21,23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,26.09,618.73,1
CUST_000951,22,33,1,0,1,0,1,1,2,0,0,1,0,1,0,2,1,1,88.44,2182.23,0
CUST_000952,26,40,1,0,0,1,0,0,2,1,1,0,0,1,0,1,1,0,87.59,2083.8,0
CUST_000953,4,26,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,2,78.38,400.11,0
CUST_000954,58,41,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,48.09,2836.63,1
CUST_000955,13,18,1,0,0,0,1,1,2,0,0,1,1,0,1,1,0,0,92.98,1163.4,0
CUST_000956,11,25,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,33.47,404.14,0
CUST_000957,17,52,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,2,79.81,1236.76,0
CUST_000958,1,51,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,62.46,0.0,0
CUST_000959,4,36,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,2,86.51,388.85,1
CUST_000960,32,26,1,0,0,0,1,0,2,1,0,0,1,0,1,0,1,0,101.84,3158.03,1
CUST_000961,2,26,0,0,0,1,1,1,1,0,0,1,1,0,1,2,1,3,71.28,157.65,0
CUST_000962,22,36,0,0,1,0,1,1,1,0,0,1,0,1,1,2,1,0,75.25,1589.18,1
CUST_000963,6,51,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,73.55,395.96,0
CUST_000964,11,55,1,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,90.84,1106.8,0
CUST_000965,8,34,1,0,1,1,0,0,2,0,1,0,1,0,0,0,1,3,78.14,508.6,0
CUST_000966,10,24,0,0,0,1,1,1,2,1,0,0,0,0,1,0,1,1,87.79,874.5,0
CUST_000967,30,46,0,0,1,1,1,0,2,1,0,0,1,1,1,0,1,1,102.03,3108.64,0
CUST_000968,8,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,20.0,185.8,0
CUST_000969,20,34,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,56.75,1075.83,1
CUST_000970,15,61,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,28.62,465.77,0
CUST_000971,26,54,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,37.07,860.86,0
CUST_000972,66,44,0,0,1,0,1,1,2,1,0,1,0,1,0,2,1,3,96.36,6310.82,0
CUST_000973,31,22,0,0,1,0,1,0,2,0,0,0,0,1,0,2,1,1,80.03,2640.12,1
CUST_000974,5,45,1,0,1,0,1,0,2,0,1,0,1,0,1,2,0,0,90.99,518.91,1
CUST_000975,1,57,0,0,1,1,1,0,2,1,1,0,1,0,0,0,1,0,82.7,82.98,1
CUST_000976,7,36,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,42.14,340.0,0
CUST_000977,21,62,0,0,1,0,1,0,2,1,0,1,0,1,1,1,1,0,87.48,1756.44,0
CUST_000978,1,61,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,47.3,75.43,0
CUST_000979,16,66,1,1,0,0,1,0,2,1,1,0,0,1,0,0,1,1,98.71,1534.17,0
CUST_000980,21,46,1,0,1,1,1,0,1,0,0,0,0,0,0,2,1,3,62.34,1251.09,0
CUST_000981,9,50,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,79.02,698.8,0
CUST_000982,35,63,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,3,69.5,2372.43,0
CUST_000983,2,48,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,77.51,169.14,0
CUST_000984,1,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,28.47,70.12,1
CUST_000985,31,35,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,2,62.22,1901.54,0
CUST_000986,16,45,1,0,1,0,1,1,1,0,0,1,1,0,0,2,1,0,59.77,671.2,0
CUST_000987,27,22,0,0,0,1,1,0,2,0,1,0,0,0,0,0,1,3,76.42,1976.4,0
CUST_000988,13,39,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,86.58,1017.38,1
CUST_000989,6,58,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,83.29,536.76,0
CUST_000990,41,18,1,0,1,0,0,0,2,0,0,0,1,0,0,2,0,3,74.06,2963.6,0
CUST_000991,38,65,0,1,1,0,1,1,1,1,1,0,1,1,1,2,0,0,83.36,3117.63,0
CUST_000992,28,58,0,0,0,0,1,1,2,1,0,1,0,1,0,0,0,2,96.24,2778.62,0
CUST_000993,7,35,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,3,58.31,330.13,0
CUST_000994,21,50,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,2,39.06,840.5,0
CUST_000995,10,42,0,0,0,1,1,0,2,0,1,1,0,1,0,0,1,2,91.03,848.51,1
CUST_000996,2,60,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,20.63,0.0,0
CUST_000997,59,56,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,27.1,1482.45,0
CUST_000998,3,20,1,0,0,0,1,0,2,0,1,0,0,0,1,0,1,3,88.97,214.77,1
CUST_000999,72,50,0,0,0,0,1,1,2,0,0,1,0,1,0,0,1,1,92.18,6687.59,1
CUST_001000,14,38,1,0,0,1,1,0,2,0,0,0,0,0,1,1,1,2,88.62,1144.18,0
CUST_001001,4,43,0,0,1,0,1,1,1,0,0,1,0,1,0,2,1,2,59.68,167.16,0
CUST_001002,18,31,1,0,0,0,1,0,2,0,1,1,1,1,1,1,0,1,98.94,1999.87,0
CUST_001003,49,68,0,1,0,0,1,0,2,0,1,1,0,0,0,0,1,3,96.82,4769.97,1
CUST_001004,31,57,1,0,1,0,1,1,2,0,1,1,0,1,0,0,1,0,96.59,3028.23,0
CUST_001005,39,30,1,0,1,0,1,1,2,0,1,0,1,0,1,0,1,1,96.77,3711.28,0
CUST_001006,25,21,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,2,71.32,1887.26,1
CUST_001007,28,36,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,30.74,981.2,0
CUST_001008,45,48,0,0,0,1,1,0,2,1,0,0,0,0,0,0,1,3,83.88,3713.97,0
CUST_001009,6,45,1,0,1,1,0,0,2,1,1,1,0,1,1,0,1,3,91.45,655.6,0
CUST_001010,16,60,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,72.3,1290.82,0
CUST_001011,6,53,1,0,0,0,1,0,2,0,0,1,1,1,0,0,1,0,105.83,428.08,0
CUST_001012,72,56,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,2,79.02,5775.56,0
CUST_001013,69,46,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,74.64,5073.44,0
CUST_001014,1,21,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,3,64.66,197.22,1
CUST_001015,29,39,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,32.83,871.9,0
CUST_001016,62,57,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,42.88,2719.17,0
CUST_001017,4,41,1,0,0,1,1,0,2,0,0,1,0,0,0,0,1,1,89.98,183.98,1
CUST_001018,20,49,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,68.8,1487.52,0
CUST_001019,59,37,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,30.08,1781.88,0
CUST_001020,1,26,0,0,1,0,1,1,2,1,0,0,1,0,0,0,0,3,90.49,219.62,0
CUST_001021,28,40,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,74.1,2003.28,0
CUST_001022,8,46,1,0,0,0,1,0,2,0,0,1,1,1,1,1,1,0,104.02,853.47,0
CUST_001023,61,32,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,97.97,6128.32,1
CUST_001024,72,38,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,79.28,5705.94,0
CUST_001025,69,27,0,0,0,0,1,0,2,0,0,0,1,1,1,0,1,0,95.33,6620.71,1
CUST_001026,15,58,1,0,1,0,1,0,2,1,0,1,0,0,0,0,1,1,84.67,1339.98,0
CUST_001027,47,37,0,0,1,0,1,1,2,0,1,1,0,1,0,0,0,3,95.2,4319.09,1
CUST_001028,44,63,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,64.61,2790.9,1
CUST_001029,9,64,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,74.12,780.89,0
CUST_001030,42,40,1,0,1,1,1,1,1,0,0,0,0,1,0,2,0,0,56.78,2179.88,0
CUST_001031,1,26,0,0,1,1,1,1,2,0,0,0,1,0,1,0,1,0,85.56,197.37,1
CUST_001032,21,18,0,0,0,1,1,0,2,0,0,1,0,1,1,0,1,3,96.49,1967.46,1
CUST_001033,6,19,1,0,0,1,1,0,2,0,0,1,0,0,1,1,1,0,94.6,773.14,0
CUST_001034,3,21,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,70.76,255.98,0
CUST_001035,1,62,1,0,0,0,1,1,1,0,1,0,0,0,1,2,0,3,69.83,0.0,1
CUST_001036,28,43,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,58.62,1739.32,0
CUST_001037,9,47,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,22.37,344.63,0
CUST_001038,30,18,0,0,1,0,1,1,2,1,1,0,1,1,0,0,0,3,93.59,2868.14,0
CUST_001039,1,24,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,93.34,48.74,0
CUST_001040,9,55,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,66.7,744.16,1
CUST_001041,18,46,1,0,1,1,0,0,2,1,0,1,0,1,0,0,1,2,86.92,1471.76,0
CUST_001042,37,39,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,21.98,920.43,0
CUST_001043,9,50,1,0,1,0,1,0,2,0,1,1,0,1,1,1,0,1,93.12,597.29,0
CUST_001044,23,66,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,3,39.48,919.74,0
CUST_001045,52,38,1,0,1,0,1,0,2,1,0,0,0,1,0,0,1,3,84.21,4323.2,0
CUST_001046,22,43,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,2,67.5,1347.78,0
CUST_001047,6,44,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,39.12,365.19,0
CUST_001048,1,77,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,85.53,0.0,1
CUST_001049,48,18,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,2,79.03,3931.58,0
CUST_001050,1,52,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,56.12,0.0,1
CUST_001051,49,40,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,1,86.91,4364.13,1
CUST_001052,18,50,0,0,1,1,1,1,2,0,0,1,0,1,0,0,0,2,84.48,1442.71,1
CUST_001053,67,32,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,2,70.01,4495.39,0
CUST_001054,38,41,1,0,1,1,1,0,2,0,0,0,1,1,1,0,0,0,89.67,3362.3,1
CUST_001055,72,52,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,51.99,3799.87,0
CUST_001056,10,85,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,57.15,481.69,0
CUST_001057,34,54,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,68.69,2361.61,0
CUST_001058,12,29,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,61.3,804.56,1
CUST_001059,15,35,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,3,31.42,620.66,0
CUST_001060,23,35,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,2,84.99,1961.02,0
CUST_001061,49,18,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,3,53.2,2723.32,0
CUST_001062,72,37,0,0,0,1,1,0,2,0,0,0,0,1,1,0,1,1,91.3,6658.84,1
CUST_001063,35,52,0,0,0,0,1,1,2,0,1,0,0,0,0,1,1,0,80.32,2802.1,1
CUST_001064,12,22,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,52.16,740.66,0
CUST_001065,13,57,1,0,1,0,1,1,1,0,1,1,0,0,0,2,0,0,67.01,960.52,0
CUST_001066,32,49,0,0,0,0,1,0,2,1,0,1,0,0,1,1,1,2,99.4,3164.13,0
CUST_001067,6,30,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,65.43,463.94,0
CUST_001068,2,39,0,0,0,0,1,0,1,0,1,1,1,1,0,2,0,0,74.54,176.26,0
CUST_001069,10,65,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3,57.16,626.42,0
CUST_001070,8,53,1,0,1,0,1,0,2,1,0,0,1,0,1,1,1,0,96.45,959.85,0
CUST_001071,8,42,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,27.05,135.97,1
CUST_001072,6,38,1,0,1,0,1,1,1,0,1,0,0,0,0,2,0,0,60.24,386.9,0
CUST_001073,1,43,1,0,0,0,1,1,2,1,0,0,0,0,0,0,1,3,89.63,92.69,1
CUST_001074,1,34,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,2,60.7,139.52,0
CUST_001075,72,18,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,67.77,4834.56,0
CUST_001076,13,72,0,1,1,0,1,0,2,0,0,1,1,0,0,1,1,3,83.06,1023.14,1
CUST_001077,11,44,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,34.49,372.94,0
CUST_001078,27,47,0,0,1,0,1,0,2,0,1,1,0,0,0,1,1,3,90.27,2484.79,1
CUST_001079,5,41,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,3,67.43,291.42,0
CUST_001080,71,30,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,20.79,1210.7,0
CUST_001081,37,39,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,75.95,2714.97,1
CUST_001082,2,18,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1,80.33,302.11,1
CUST_001083,12,76,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,29.85,512.89,1
CUST_001084,50,23,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,3,67.36,3318.13,0
CUST_001085,69,26,0,0,0,0,1,1,2,0,0,1,1,0,1,0,1,0,106.9,7555.58,1
CUST_001086,15,35,0,0,0,0,1,1,2,1,0,1,0,1,1,2,1,1,98.22,1440.67,0
CUST_001087,22,61,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,55.26,1062.12,0
CUST_001088,4,42,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,32.07,97.68,0
CUST_001089,72,23,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,65.58,4794.45,0
CUST_001090,6,60,1,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,56.19,280.63,0
CUST_001091,68,52,0,0,0,1,1,0,2,0,1,0,1,0,0,1,1,0,97.43,6685.34,1
CUST_001092,25,50,1,0,0,0,1,1,2,1,0,1,0,1,1,1,0,1,97.7,2469.07,1
CUST_001093,22,52,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,72.34,1562.85,0
CUST_001094,17,77,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,20.0,417.63,0
CUST_001095,6,74,0,1,1,1,1,0,2,0,1,1,1,1,1,0,0,2,101.97,734.74,1
CUST_001096,4,31,1,0,0,0,1,1,2,1,1,0,1,0,1,1,1,3,105.24,439.14,0
CUST_001097,5,66,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,66.31,390.54,0
CUST_001098,4,47,0,0,1,0,1,0,1,0,1,0,0,0,1,2,0,2,54.08,70.67,0
CUST_001099,36,49,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,66.49,2532.75,0
CUST_001100,10,18,0,0,0,1,1,0,2,0,0,1,0,1,1,0,0,3,91.86,865.35,0
CUST_001101,1,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,22.06,0.0,1
CUST_001102,72,29,0,0,1,0,1,1,2,0,0,1,1,1,1,2,1,0,104.78,7633.03,1
CUST_001103,51,54,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,26.18,1296.91,0
CUST_001104,63,58,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,81.31,5053.22,1
CUST_001105,72,18,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,3,74.6,5341.77,0
CUST_001106,4,41,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,73.79,173.55,1
CUST_001107,12,58,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,31.26,304.59,0
CUST_001108,34,39,1,0,0,0,0,0,1,1,0,0,1,0,0,2,0,2,51.6,1856.49,0
CUST_001109,28,52,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,80.52,2371.13,0
CUST_001110,4,47,0,0,1,0,1,0,2,0,1,0,1,0,1,0,1,1,94.09,382.91,1
CUST_001111,40,47,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,67.69,2639.55,0
CUST_001112,6,37,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,37.53,266.54,0
CUST_001113,6,23,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,2,45.74,84.82,0
CUST_001114,18,25,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,3,51.57,1045.43,0
CUST_001115,21,52,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,59.14,1234.89,0
CUST_001116,20,42,0,0,1,1,1,1,1,0,0,1,0,1,0,2,1,2,65.64,1209.32,0
CUST_001117,2,39,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,68.08,284.87,1
CUST_001118,50,35,0,0,1,1,1,0,1,0,1,1,1,0,1,2,0,2,81.1,4059.46,0
CUST_001119,7,37,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,26.27,141.29,0
CUST_001120,3,57,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,28.99,291.94,0
CUST_001121,52,36,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,35.61,1799.13,0
CUST_001122,72,21,0,0,0,1,1,1,2,1,0,1,0,0,1,0,0,0,96.69,7036.55,0
CUST_001123,47,53,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,61.5,2959.68,0
CUST_001124,39,38,0,0,0,0,1,0,1,1,0,0,0,1,1,2,1,3,61.08,2297.5,0
CUST_001125,25,42,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,1,87.55,2174.91,1
CUST_001126,19,66,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,72.76,1357.24,0
CUST_001127,2,41,1,0,0,1,0,0,1,0,1,1,0,0,0,2,1,1,57.67,0.0,0
CUST_001128,12,46,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,25.53,110.01,0
CUST_001129,11,24,1,0,1,0,1,1,2,0,0,1,0,0,0,0,0,1,88.32,753.92,0
CUST_001130,7,38,1,0,0,0,1,1,2,1,0,0,0,0,1,1,1,3,91.26,593.84,1
CUST_001131,30,51,0,0,1,0,1,0,2,0,1,0,1,0,0,0,1,0,84.59,2438.47,0
CUST_001132,16,18,1,0,0,1,1,0,2,0,0,0,0,1,0,1,1,1,81.99,1218.71,0
CUST_001133,2,45,0,0,0,1,1,0,2,0,0,0,1,1,1,0,1,1,85.28,128.48,1
CUST_001134,5,43,0,0,1,0,1,0,2,1,1,0,1,0,0,0,1,1,89.05,445.59,0
CUST_001135,27,42,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,60.58,1604.42,0
CUST_001136,1,57,0,0,0,1,1,1,1,0,0,0,1,0,1,2,0,1,57.27,0.0,1
CUST_001137,45,47,0,0,0,0,1,1,2,1,0,0,1,0,1,0,1,1,103.4,4845.94,1
CUST_001138,16,64,0,0,0,1,1,0,2,1,1,0,1,0,0,1,1,1,93.0,1467.89,0
CUST_001139,15,27,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,3,61.13,1016.79,0
CUST_001140,21,44,1,0,0,1,0,0,1,1,0,1,0,1,1,2,0,0,67.09,1285.31,0
CUST_001141,41,43,1,0,1,1,1,0,2,0,1,1,1,0,0,0,1,1,96.45,4087.95,0
CUST_001142,10,25,1,0,0,0,1,0,1,0,1,0,0,0,1,2,1,0,65.96,604.8,0
CUST_001143,27,56,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25.63,972.27,0
CUST_001144,20,76,0,1,1,0,1,1,2,0,0,0,0,0,1,2,1,0,88.11,1631.09,1
CUST_001145,7,41,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,2,24.51,64.87,0
CUST_001146,50,49,0,0,0,1,1,0,1,1,0,1,0,1,1,2,1,2,78.97,3929.54,0
CUST_001147,38,43,1,0,1,0,1,0,2,1,0,1,0,0,0,2,1,0,94.42,3552.59,0
CUST_001148,25,31,1,0,0,0,1,0,1,0,0,0,1,1,1,2,1,3,69.68,1624.71,0
CUST_001149,45,18,1,0,1,0,1,0,2,0,1,0,1,0,0,2,1,0,82.68,3867.92,1
CUST_001150,48,31,1,0,0,1,1,0,2,0,0,1,1,0,1,2,1,3,99.01,4889.48,0
CUST_001151,29,21,0,0,0,1,1,1,2,1,0,1,0,1,1,0,0,0,97.08,2781.34,1
CUST_001152,43,67,0,1,0,0,1,0,2,0,0,0,1,1,0,2,0,1,91.37,4029.95,0
CUST_001153,28,40,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,2,68.45,2058.92,1
